venture_id,company_name,country,sector,funding_stage,team_size,total_capital_raised,last_valuation,revenue_ttm,revenue_growth_pct,gross_margin_pct,burn_rate_monthly,patent_count,founder_background_score,local_employees,local_patents_filed,national_strategy_alignment,competitive_intensity,regulatory_moat,investment_outcome,time_to_outcome_months,is_pre_revenue,is_esg_missing,political_stability_norm,rule_of_law_norm,ip_protection_score,company_age,months_since_funding,capital_efficiency,valuation_multiple,runway_months,bilateral_composite,sanctions_exposure,country_risk_composite,tech_transfer_proxy,employment_impact,esg_composite,esg_risk_flag,bilateral_x_techtransfer,funding_stage_num,stability_x_stage,esg_x_competition,region,outcome_binary,outcome_numeric,founding_year,last_funding_date
V5525,Zephyr.agri,Germany,Agritech & Food,Series C,347,57032329.3203677,394226264.217137,12933816.7099687,11.7521457345406,19.5668676472974,245062.668975887,6,4,5,0,5,23,48.8761020449295,Successful Exit,36.0,0,0,74.3716210512967,78.0374661297557,96.9081834832931,16,10.2,0.226780439517306,30.4802729973191,58.1813720942328,35.6595619004473,0,81.8695031890067,48.4540917416465,8.76695737239399,35.2356886416066,0,17.278516837912,4,49.5810807008645,111.980915252405,Europe,1,3,2010,2025-05-12
V5526,Helios.volt,Japan,Energy & Clean Tech,Series C,274,117956335.836277,816797864.434508,10548549.4771897,45.1684851095911,14.8889039598862,597115.142393871,5,3,4,0,2,30,62.7783028381575,Successful Exit,42.0,0,0,78.7216292814372,81.6949348497013,95.6375948684447,5,-0.5,0.0894275784543788,77.4322447082182,49.3859255366492,36.3186552624322,0,78.1954992928059,47.8187974342223,3.39108532970366,57.8249924858938,0,17.367144190776,4,52.4810861876248,198.570284296009,East Asia,1,3,2021,2026-03-27
V5527,Catalyst Space,India,Defense & Aerospace,Series B,46,15000000.0,88553210.5579909,813759.991954187,47.5800351240764,36.7436187821998,49208.0806214602,41,4,7,12,4,3,66.121270868237,Successful Exit,91.0,0,0,45.1713307188359,46.6311887532359,61.6246881184181,16,48.4,0.0542506661302791,108.819813499723,76.2069959372603,54.9692971006998,0,53.9503261722152,41.9234551703201,46.6666666666666,52.5883323474549,0,23.045028627452,3,22.5856653594179,72.9029085939754,South Asia,1,3,2010,2022-03-22
V5528,Dune Solar,Singapore,Energy & Clean Tech,Series A,5,3366560.27777777,19147769.5776222,45098.5022017987,137.362537617071,34.2414718010186,9988.53646580093,5,3,0,0,5,42,53.9410867056325,Still Active,,0,0,77.2100784662608,86.5583255220173,94.5266794958032,16,16.5,0.0133960180364177,424.576618796412,84.2605993706964,38.1725168922189,8,87.0241121123945,47.2633397479016,0.0,67.8609783747957,0,18.0416063490945,2,25.7366928220869,255.23871971436,Southeast Asia,0,0,2010,2024-11-04
V5529,Apex.neural,Indonesia,Deeptech / AI,Series D,388,767438827.572285,5780345365.05132,40482701.1227707,27.699962770024,68.892304396422,4034003.7816389,15,2,1,1,6,22,17.4650343919413,Partial Return,47.0,0,0,40.6937288852265,44.8987963199771,51.961518737232,5,46.5,0.0527503947784785,142.78556530903,47.5606165185903,24.2467551811975,0,50.0924973672491,26.9066852945419,0.13030354525629,60.9904434790691,0,6.52399811074285,5,33.9114407376887,191.235182755574,Southeast Asia,0,2,2021,2022-05-19
V5530,Nova.health,United States,Healthtech & Biotech,Series B,55,69841610.7282466,242402181.573791,1253658.6580637,23.7479684178811,42.6097817031237,239078.55835257,27,4,0,0,2,60,73.5594119421228,Partial Return,85.0,0,0,70.0095561461072,81.1915833484255,98.3594389684012,11,23.1,0.0179500249921451,193.355807032981,73.0320728147971,33.9407036440969,0,77.2939061355588,49.1797194842006,0.0,71.2111215006382,0,16.6919428431307,3,35.0047780730536,292.739938215443,Americas,0,2,2015,2024-04-18
V5531,Prism Move,Nigeria,Logistics & Mobility,Series C,55,166144622.962871,978751135.783471,1894228.49488627,54.4669309694016,23.640655316442,483657.631438585,4,1,0,0,2,34,41.1225822666182,Still Active,,0,0,17.3585478395054,21.6368660473679,18.652586218247,10,-5.4,0.0114010821482292,516.701727603476,85.8792522660569,26.4403717987258,0,35.2878942102113,9.3262931091235,0.0,57.2666002947718,0,2.4659065730912,4,11.5723652263369,203.602696346106,Africa,0,0,2016,2026-08-21
V5532,StratosLedger Inc,China,Fintech,Seed,7,100000.0,277373.835952215,0.0,52.2161919125879,66.4405963377926,448.120900608337,8,3,0,0,2,30,61.9698470905682,Still Active,,1,0,40.6171691216216,45.5891595403073,64.8532980017578,5,3.2,0.0,,55.7885159251928,40.5594980329429,4,49.7207595449888,32.4266490008789,0.0,64.2247363368301,0,13.1520860636608,1,6.76952818693693,220.546922792107,East Asia,0,0,2021,2025-12-06
V5533,Apex.materials,Brazil,Advanced Manufacturing,Series A,95,19201125.7076934,62879023.7409259,68040.5836605893,39.180472042835,27.2701053955183,91562.4191036323,10,3,0,1,2,16,22.4514133051174,Still Active,,0,0,44.2471354493881,45.9919451357129,56.1138634809864,14,87.0,0.0035435726371671,924.139981728976,52.4263281149255,16.647767557431,0,52.0659638029441,28.9828576664191,0.0,71.9299653710241,0,4.82499877580653,2,14.749045149796,203.792937726687,Americas,0,0,2012,2019-01-20
V5534,Tera.develop,India,Infrastructure,Series D,98,362380268.215538,1777474460.55551,89630200.7623749,20.0318442118765,25.9310212159997,2011456.63797798,2,1,2,4,4,17,55.9941130472985,Still Active,,0,0,41.1730052976927,49.9710471738955,63.6014724942054,9,59.9,0.247337420449902,19.8312002588045,45.0395327164273,57.242874209449,0,53.0748689122971,35.5044399508064,0.551906429632209,34.3474720675994,0,20.3237618998094,5,34.3108377480772,99.2769632193167,South Asia,0,0,2017,2021-04-12
V5535,Lunar.fund,Israel,Fintech,Seed,17,100000.0,701664.053163628,14956.4157711087,177.151529873282,77.3708444629227,187.131593569567,1,2,0,0,1,101,56.8630515119904,Write-off,39.0,0,0,52.4376458848766,70.9482502368035,92.9309770950737,11,-5.7,0.149564157711087,46.9139173383393,120.0,0.0,0,66.0511929937517,46.4654885475368,0.0,69.5033965272254,0,0.0,1,8.73960764747944,321.451319369334,MENA,0,1,2015,2026-09-01
V5536,SolarisGrid Inc,Brazil,Energy & Clean Tech,Series B,72,48039688.8154557,313806286.821027,103174.217277725,66.2762669987383,43.8702727163962,121978.074068576,18,3,1,0,4,36,21.5940227141619,Still Active,,0,0,47.0423127126565,46.8499771492447,60.4991376183723,6,-0.1,0.0021476870442285,3041.51846363245,98.4596805251404,14.3537198362473,0,53.1241186924663,30.2495688091861,2.08161215165546,38.2232467129054,1,4.34193835854343,3,23.5211563563282,138.021006235049,Americas,0,0,2020,2026-03-17
V5537,TitanPay,United States,Fintech,Series A,22,7773159.23809187,60983177.7179241,1111710.54303898,100.795193558519,78.4797275134689,43163.6886771254,0,1,1,0,4,60,49.7822337151127,Still Active,,0,0,71.6049136688379,78.6161858393245,98.168246713226,5,32.2,0.143019139192609,54.8552661479848,45.0214026900998,45.3395087413222,0,77.2484424555482,49.084123356613,12.8647821223005,54.5429698666903,0,22.2545003998729,2,23.8683045562793,224.219269299369,Americas,0,0,2021,2023-07-21
V5538,Axiom Hub,Singapore,Digital Economy,Series C,204,105524578.303068,289840936.702537,4354815.21952872,69.2102527138383,51.592390239492,456501.313869021,1,2,5,4,4,129,0.159511675375652,Still Active,,0,0,88.3914135350632,90.9395716906096,94.1814211798181,4,-6.7,0.0412682551265131,66.5564259541428,57.7898546494353,39.9835099011701,4,90.5708087643518,50.7944142936127,4.73823262826971,44.5519639776268,0,20.309389668328,4,58.9276090233755,216.858219496554,Southeast Asia,0,0,2022,2026-10-01
V5539,Stratos Agri,China,Agritech & Food,Series A,112,5839642.77141742,26847390.9327229,100000.0,99.8471466612442,30.3589418195023,33268.6790363086,2,1,4,0,3,37,36.9164024853131,Write-off,50.0,0,0,42.4355836228565,45.6105519890843,66.6794690305246,9,76.8,0.0171243351544477,268.473909327229,43.8824364280001,26.9944401628407,4,50.295968966232,33.3397345152623,68.4973406177909,71.8298302897991,0,8.99987468417244,2,14.1451945409521,261.287196517668,East Asia,0,1,2017,2019-11-20
V5540,Volt AI,France,Deeptech / AI,Seed,9,153608.123989205,518173.874224877,108378.08532519,6.29277128598028,24.636721883019,600.499806268928,33,2,0,1,3,54,13.9783365290403,Write-off,48.0,0,0,67.2892961382958,78.8780609409048,94.0123765933581,13,33.9,0.705549176115232,4.78116837615361,63.9501138824735,31.7806064963612,0,73.4881976645869,47.932114222605,0.0,37.2522417843867,0,15.2331166064724,1,11.2148826897159,149.282144726876,Europe,0,1,2013,2023-06-01
V5541,OrionPower Inc,United States,Energy & Clean Tech,Series D,200,537177651.823491,1452145396.31623,23689644.8687726,28.0748421279575,34.8143936813664,2129151.91928392,9,5,1,0,2,7,37.0469786646131,Write-off,65.0,0,1,68.3121373455388,81.4349476280824,98.4578283121953,13,35.9,0.0441002055620823,61.2987406252946,63.0741337616897,44.5502145046087,0,80.8315084272572,49.2289141560976,0.186158153937607,,1,21.9315868548312,5,56.9267811212824,,Americas,0,1,2013,2023-04-01
V5542,SynSpace,United Kingdom,Defense & Aerospace,Series B,100,40680412.4700588,160857940.228888,167718.026035928,80.5789540851202,36.7505213395557,144598.74251591,20,2,5,17,1,8,86.555932684652,Still Active,,0,1,76.7037715955912,85.5711774448586,96.1390678655605,7,6.4,0.0041228201941012,959.097504489049,70.3332749688029,31.916338407746,0,82.933162954681,63.810274673521,12.2909274916522,,1,20.3659032037132,3,38.3518857977956,,Europe,0,0,2019,2025-09-02
V5543,Titan Platform,Indonesia,Digital Economy,Seed,25,100000.0,384459.514302969,0.0,-11.0935045380077,63.68004228818,512.264320664315,1,5,0,0,3,24,10.2868150870655,Write-off,24.0,1,0,44.6741845607211,44.1286036835825,54.7591466929533,1,3.5,0.0,,48.8029304238472,17.9928383588288,0,50.3321289249118,27.3795733464766,0.0,53.231059974235,0,4.92636237556853,1,7.44569742678686,171.344172083174,Southeast Asia,0,1,2025,2025-11-28
V5544,Zenith.hub,United Kingdom,Digital Economy,Seed,10,167082.844666223,803693.954881855,0.0,79.0777892055961,70.5168750939665,771.538672285022,1,4,0,1,4,125,25.2129579264489,Successful Exit,33.0,1,0,77.9503514575774,80.7326208477602,96.1370371471201,10,50.0,0.0,,54.1394912102667,36.8751726518706,0,82.5697499259637,48.994444499486,0.0,58.4260155894722,0,18.0667859990103,1,12.9917252429295,282.564682090629,Europe,1,3,2016,2022-02-01
V5545,KineticDefense Inc,Thailand,Defense & Aerospace,Pre-IPO,381,1330444479.93842,4351147683.71554,123350359.817285,4.32148628633293,28.8935584644959,4829940.3221091,44,2,8,0,1,4,49.8968934762356,Partial Return,69.0,0,0,48.7225223634536,47.8784855332244,58.283813513101,9,28.1,0.0927136469633019,35.2747060499925,68.864436784462,13.172681824402,0,55.2022458046664,29.1419067565505,0.601302806740965,51.9898754752849,0,3.83877065460431,6,48.7225223634536,83.6744766526513,Southeast Asia,0,2,2017,2023-11-22
V5546,Catalyst Solar,China,Energy & Clean Tech,Seed,3,100000.0,518712.168574364,0.0,87.7081931255155,-7.39756340064426,260.440782406966,5,5,0,1,3,31,39.5327798676762,Still Active,,1,0,41.6424570573509,42.7893762125323,67.8814339570086,12,97.3,0.0,,95.9911107966756,32.8065560713109,0,50.9948687830635,34.8666429044302,0.0,56.7494884373932,1,11.4385447546256,1,6.94040950955849,196.678739542991,East Asia,0,0,2014,2018-03-15
V5547,Omni.power,Nigeria,Energy & Clean Tech,Series B,32,24837884.9989997,187787842.926316,2668006.58657717,68.3808893672215,51.3245136918503,41693.9856792522,5,2,1,1,3,27,50.9043108431049,Partial Return,76.0,0,1,19.5977722221618,30.9135301673574,20.0441131888562,5,4.7,0.107416818569078,70.3850747112405,120.0,13.1803365905554,0,36.8727056819554,10.947982520354,4.02610769814045,,1,1.44298094605784,3,9.79888611108094,,Africa,0,2,2021,2025-10-22
V5548,Cipher.grid,Kenya,Energy & Clean Tech,Series A,12,4983677.00645264,32967218.3780205,0.0,113.709453277861,60.94216905057,10582.4321522503,5,2,1,1,3,37,47.820219664854,Still Active,,1,1,35.9788493121969,39.1576200694062,30.2601716016789,5,33.0,0.0,,117.734678917664,19.5310741652538,0,47.0959819364584,16.0560117267653,20.0655058244192,,1,3.1359115583364,2,11.9929497707323,,Africa,0,0,2021,2023-06-28
V5549,Atlas.fi,United Kingdom,Fintech,Series D,421,235521045.231736,1679730280.09933,28677476.4888714,17.2371979857539,77.2637766050167,519527.891911896,0,2,1,0,2,135,64.3479372168228,Still Active,,0,0,73.7067457586647,87.3522862023157,95.7904816574831,5,12.7,0.121761842813897,58.5731551641641,113.334167856225,38.2241893071731,0,83.7119606522199,47.8952408287415,0.424590506982537,38.1186305258987,0,18.3075675235046,5,61.4222881322205,187.263676490623,Europe,0,0,2021,2025-02-26
V5550,OmniPay,Australia,Fintech,Series C,100,99732728.6182124,690749602.795319,8054366.69869673,43.2277568562544,80.4434664528995,450153.017750287,0,2,6,1,2,91,63.5998380227254,Partial Return,32.0,0,0,77.9108480827291,77.5269266810029,89.4284330453512,2,-6.7,0.08075951405611,85.7608833363755,55.3882372690973,28.2740059987713,0,79.108775034651,45.6401424486015,6.01607925816272,45.2593837142897,0,12.9042966137653,4,51.940565388486,204.653364283554,Oceania,0,2,2024,2026-10-01
V5551,Lunar Health,United States,Healthtech & Biotech,Series B,48,30874274.6930977,143347554.696878,369610.030972536,2.39841864743858,59.0608638721481,168655.537694393,10,1,3,0,3,38,69.7012568374194,Still Active,,0,0,72.3958150228153,82.0791821725506,98.1397914989704,7,54.9,0.0119714563223461,387.834589661148,45.7652845485608,42.5328437937684,0,76.9255733053261,49.0698957494852,9.71682745528813,53.0495891500717,0,20.8708221088935,3,36.1979075114076,194.350440153138,Americas,0,0,2019,2021-09-09
V5552,Neo AI,Saudi Arabia,Deeptech / AI,Seed,12,100000.0,639928.569963809,4948.32605523884,-24.9071094321962,66.4202768008842,395.106799320259,15,4,13,15,4,67,3.58002486258476,Still Active,,0,0,55.2433437686136,55.9445763978069,71.0732304394651,12,-1.6,0.0494832605523884,129.322231966971,63.2740313328192,53.554507899322,0,63.6415034150289,49.4255041086214,1000.0,59.7714638940454,0,26.4695855021314,1,9.2072239614356,252.20615245058,MENA,0,0,2014,2026-05-01
V5553,CryoMarket,Poland,Digital Economy,Series D,121,355856518.300494,2365879791.72244,31795199.9081468,36.7939300485836,59.4018407038408,1330179.36528518,3,1,1,1,3,51,13.9527624106082,Successful Exit,32.0,0,0,62.9926801639102,64.9251771716663,71.9217779933648,9,41.7,0.0893483701239896,74.4099674968935,66.8813033015662,10.916484351031,0,68.6585235557626,36.8868149226083,0.281012135108783,46.3848698387627,0,4.02674337862032,5,52.4939001365918,183.277925587628,Europe,1,3,2017,2022-10-09
V5554,CryoDefense Inc,United States,Defense & Aerospace,Series A,105,30000000.0,108931937.440373,0.0,-50.0,34.6917709549151,69816.8599594737,20,2,5,0,2,2,69.7039831740037,Still Active,,1,0,73.1851994196055,81.6861234225288,98.4201183496155,5,53.2,0.0,,107.423908843128,44.9732420809851,0,76.6995073916649,49.2100591748077,16.6666666666666,54.2961357792004,0,22.1313590408823,2,24.3950664732018,59.6504019942218,Americas,0,0,2021,2021-10-28
V5555,Vertex.commerce,United Kingdom,Digital Economy,Series D,688,275850833.042517,1994799580.17585,62709816.7506698,9.69011147911769,75.2682592705345,1702477.21428572,0,1,40,3,1,108,31.8842895594247,Successful Exit,36.0,0,0,75.3155467675036,86.0862103319124,95.9471253665346,5,24.2,0.227332345017802,31.8100049328328,40.5072723922256,33.3399326818516,0,82.2697175108549,50.7513404610451,14.5005906122584,61.1070132474004,0,16.9204627448497,5,62.7629556395864,286.67425718754,Europe,1,3,2021,2024-03-18
V5556,ArcSkill,United States,Edtech,Series A,111,3964732.2003694,19893482.6789844,183016.152251099,87.0762767057896,53.9332080780494,21182.2396994313,5,3,2,0,1,90,12.2844485225273,Still Active,,0,0,67.0426721124716,81.522450085736,98.1373108413504,6,33.1,0.0461610376191479,108.697961542162,46.7931183933756,36.161835503328,0,74.39897774932,49.0686554206752,50.4447690013881,63.8554206676489,0,17.7441264569194,2,22.3475573708238,288.042831361297,Americas,0,0,2020,2023-06-24
V5557,LunarGrid,United Kingdom,Energy & Clean Tech,Series B,105,16459245.3562023,42629092.7065227,3335220.32326933,45.5155363128464,49.7888864413889,61742.2630278172,7,2,6,2,4,35,60.500130757553,Still Active,,0,0,77.7177059294882,84.6553227490349,95.7254836924249,5,55.5,0.202635069293289,12.7814922477852,66.6449711633782,36.5181900433932,0,83.5231412972569,49.7145936980643,36.4536761567808,34.0034644186114,0,18.1548698059599,3,38.8588529647441,121.852058717212,Europe,0,0,2021,2021-08-22
V5558,ZenithLearn Inc,Israel,Edtech,Seed,11,100000.0,603861.259737617,0.0,-50.0,66.2503643311906,215.17402750785,1,1,0,1,0,16,31.6514868755544,Still Active,,1,0,57.2073452497859,67.3167017651301,93.3049930526986,5,62.7,0.0,,116.185026090511,0.0,0,67.0477889066077,47.5784224522752,0.0,47.2472472934144,0,0.0,1,9.53455754163098,133.861531501625,MENA,0,0,2021,2021-01-18
V5559,Syn Med,United Kingdom,Healthtech & Biotech,Series C,443,89616408.7114816,557610949.932619,33400000.0,40.5131623324723,79.5423683452148,528475.926572039,14,2,2,3,1,26,48.820340599095,Write-off,70.0,0,0,74.9513346001587,83.4011876786834,96.2175786044531,2,6.6,0.372699603568479,16.6949386207371,42.3937989440591,33.1340475975014,0,81.5537736454718,50.8865670800043,2.23173415310466,59.5979497585657,0,16.8607793570231,4,49.9675564001058,196.425119952554,Europe,0,1,2024,2025-08-26
V5560,AxiomSpace Inc,Canada,Defense & Aerospace,Series A,17,4436629.39732746,24555380.0350721,471600.073820602,25.5484526584017,34.1228820906029,11157.3631890051,20,2,0,2,3,2,91.4846466046362,Still Active,,0,0,78.8792815820579,76.7948529277107,92.2902562887308,6,65.8,0.106296927596586,52.0682277170571,99.4103472785462,27.2264310574729,20,84.1582898669366,47.9969799962173,0.0,64.1525350771079,0,13.0678646683391,2,26.2930938606859,70.4787633849227,Americas,0,0,2020,2020-10-16
V5561,CoreHealth,France,Healthtech & Biotech,Series A,15,3033302.05697996,11127013.8719152,24150.1016867465,64.8326188286855,74.5867102952537,15268.3370183317,30,5,0,1,2,37,59.1341431710644,Still Active,,0,0,72.6770902351376,76.7054847411582,93.7228894059855,4,28.1,0.007961654076347,460.743975998317,49.6665428156658,27.2722510022078,0,78.1647834043527,47.7873706289187,0.0,47.9594822492947,0,13.032691665274,2,24.2256967450458,174.456748857677,Europe,0,0,2022,2023-11-22
V5562,Helios Sustain,Nigeria,Climate & Sustainability,Seed,7,283545.481079144,1460976.35674103,0.0,42.5600277639188,21.73562604654,954.047744257981,8,3,0,1,3,56,23.5194952384622,Still Active,,1,1,25.4127377391895,28.5100268195137,13.6712027903189,10,8.8,0.0,,74.3006528723766,32.1071951556012,0,37.2798211555431,7.76152732108539,0.0,,1,2.4920087240362,1,4.23545628986492,,Africa,0,0,2016,2025-06-22
V5563,ZephyrMed Inc,United States,Healthtech & Biotech,Seed,18,107112.722231051,503504.877971041,0.0,38.46874926405,62.7218482202265,638.867542124399,10,4,0,0,3,34,62.8834896970077,Write-off,42.0,1,0,67.3444927282504,76.1256609006168,98.1545117703776,5,-6.9,0.0,,41.9150743966715,43.1433270520576,0,78.1089265503964,49.0772558851888,0.0,71.0375351420373,0,21.1735610147222,1,11.224082121375,252.563162860228,Americas,0,1,2021,2026-10-05
V5564,HeliosHealth,Poland,Healthtech & Biotech,Seed,6,100000.0,784535.29446663,0.0,-27.9778156863105,59.2570576245604,460.139275320487,10,1,0,1,2,13,65.7013162892943,Still Active,,1,0,63.2871280463996,61.7515604955628,73.8037074744936,2,2.6,0.0,,54.331376043889,19.5021387486404,8,66.9976796211395,37.8277796631727,0.0,30.2649259412026,0,7.37722607544195,1,10.5478546743999,79.8708746353938,Europe,0,0,2024,2025-12-25
V5566,DuneGrid,United States,Energy & Clean Tech,Series D,67,300472469.464836,2010295380.6987,73580967.4545362,38.5428315032664,37.6577779675348,519813.722104117,9,1,3,1,2,38,52.3568356018158,Write-off,77.0,0,0,74.9214061543595,87.720806179859,98.4152934379949,4,19.8,0.24488422378792,27.3208609541702,120.0,38.9658423077498,8,79.8800650539643,50.1335726449234,0.998427578188183,51.548064847469,0,19.534968860062,5,62.4345051286329,188.849513307391,Americas,0,1,2022,2024-07-27
V5567,Arc Works,India,Advanced Manufacturing,Series A,44,2000000.0,6991810.73300179,141004.356376639,43.0945574974964,30.7328678590203,5456.91596165666,10,5,6,0,1,24,36.9540792831565,Partial Return,60.0,0,0,47.9619049540125,50.4755455230367,63.1337664065271,4,51.0,0.0705021781883198,49.5857781466398,91.626846283373,54.4793084619508,0,55.262909565492,31.5668832032635,300.0,34.4437530990928,0,17.1974196721297,2,15.9873016513375,110.870164168399,South Asia,0,2,2022,2022-01-04
V5568,Apex.edu,France,Edtech,Series C,36,145862434.71835,630230752.912328,2432736.47872571,22.4561894070794,61.1888443974041,509548.143698815,0,1,0,0,2,39,10.1627803676995,Partial Return,26.0,0,0,67.0658460665146,76.493835969541,93.1435900352857,14,1.2,0.0166782933756943,259.06248310234,71.5645992052555,32.2062859691683,0,77.3700121243048,46.5717950176428,0.0,47.3862950929374,0,14.9990454843569,4,44.7105640443431,174.802330374917,Europe,0,2,2012,2026-02-05
V5569,NovaPlatform Inc,Singapore,Digital Economy,Seed,5,664815.225302021,3050448.21558092,9624.15745617629,37.7294720824447,80.7984869638273,3462.75086544116,1,2,0,6,4,34,12.2883023978586,Partial Return,26.0,0,0,85.9821476409343,97.6328799193092,95.0067379067682,6,36.7,0.0144764396029048,316.957430244795,47.99762177067,39.9671488565181,0,90.5726907748884,53.0589245089396,0.0,53.7334191349613,0,21.2061393401555,1,14.3303579401557,191.041007558682,Southeast Asia,0,2,2020,2023-03-09
V5570,Drift Carbon,China,Climate & Sustainability,Series B,161,15000000.0,78141771.4147895,123939.433147615,7.84706708517712,54.5959308022217,41208.3920749922,5,1,6,0,5,16,20.8437408367677,Still Active,,0,0,39.7280380032953,46.8509741496707,69.6969209093342,12,41.3,0.0082626288765076,630.483530788142,91.0008814024006,29.1974532150382,0,49.4863714371056,34.8484604546671,40.0,58.581848589993,0,10.1748629374125,3,19.8640190016476,165.974875144649,East Asia,0,0,2014,2022-10-21
V5571,CatalystCarbon Inc,United States,Climate & Sustainability,Series A,78,2000000.0,5332469.63272018,116658.395987263,20.088701382914,23.7766101412673,5948.37935165066,5,4,13,0,3,36,46.4483441550366,Still Active,,0,0,67.713005377211,83.6361818099535,98.6151116848103,1,-7.8,0.0583291979936317,45.7101230270847,84.056508578467,39.0140671833813,0,74.0669807878993,49.3075558424051,650.0,64.9717922016169,0,19.2368829628392,2,22.5710017924036,234.607808277417,Americas,0,0,2025,2026-11-02
V5572,Zenith Solar,India,Energy & Clean Tech,Pre-IPO,657,1921290305.87185,11069611611.2377,71775032.3942914,17.2157847480172,31.5679397850723,7381919.38057488,13,2,33,0,3,9,41.7432048887734,Successful Exit,63.0,0,0,47.1429420753903,47.8573766654715,66.2028092006415,3,23.5,0.0373577237000219,154.226494116053,65.0674373025403,55.6233707939314,8,54.5880226119394,33.1014046003207,1.71759571675062,58.9798775955311,0,18.4121170188359,6,47.1429420753903,135.806186938083,South Asia,1,3,2023,2024-04-06
V5573,TitanPlatform Inc,United Arab Emirates,Digital Economy,Series C,151,99394482.3205872,444115518.433748,6659022.52134093,79.1849424617487,75.0218180069282,186987.983989867,1,3,24,1,4,129,11.3882770071535,Partial Return,20.0,0,0,71.3600554900607,68.0597432491089,77.0999474507171,12,93.7,0.0669958972155305,66.6938003303699,120.0,27.6632665611194,0,75.4994069291502,39.4758996512844,24.1462095678413,62.9537088186023,0,10.9203233479348,4,47.5733703267071,306.429346458496,MENA,0,2,2014,2018-07-01
V5574,CascadeSpace Inc,Saudi Arabia,Defense & Aerospace,Series A,19,8793812.03091268,49150587.8914247,671836.445824598,99.0215587237428,42.1136368643679,48442.2442110621,20,1,25,4,2,6,57.4542574153836,Write-off,59.0,0,1,57.3618263176216,55.7797710429174,71.8284926444383,12,70.7,0.0763987726213509,73.1585614279951,45.3829718984434,38.5002822458254,0,65.6005166196326,39.6179500259228,284.290816225296,,1,15.2530225799903,2,19.1206087725405,,MENA,0,1,2014,2020-05-23
V5575,ApexDefense,United Kingdom,Defense & Aerospace,Series C,65,88410973.6163171,225393266.355795,3062918.92074734,42.4007667204303,54.7160024785835,182165.488331832,20,2,2,3,2,8,63.3656348142012,Successful Exit,84.0,0,1,74.7138288328371,79.049622428702,95.4769256149284,5,26.1,0.0346441035028037,73.5877351597672,120.0,27.9279212580057,0,84.0232563260302,50.516240585242,2.26216262325028,,1,14.1081358931511,4,49.8092192218914,,Europe,1,3,2021,2024-01-20
V5576,PulseFi,Mexico,Fintech,Seed,9,113773.189231165,485570.576493745,7500.13465357005,199.489760404227,61.1307714171746,608.886828657309,9,1,0,1,2,130,78.5608045051845,Partial Return,34.0,0,0,35.1768508862659,40.7942459174326,49.8294296562022,8,2.9,0.0659218107908638,64.7415811744945,46.7136025433714,29.6418293372301,0,49.425750947771,25.840640754027,0.0,55.7715291876225,0,7.65963863195543,1,5.86280848104433,271.897209806332,Americas,0,2,2018,2025-12-16
V5577,Flux Materials,United States,Advanced Manufacturing,Series B,18,100000000.0,672766330.807143,383938.465441918,51.6982085534788,23.667734987017,300647.80239231,11,2,3,1,2,13,1.25510955081876,Write-off,34.0,0,0,68.0955357333572,79.7172191236868,98.5096598903598,15,43.0,0.0038393846544191,1752.27644886474,83.153775950033,42.3891002524041,0,75.4883419426508,50.1807558711058,3.0,53.1893237028435,0,21.2711709136172,3,34.0477678666786,140.369674575267,Americas,0,1,2011,2022-09-01
V5578,Echo Eco,China,Climate & Sustainability,Seed,14,100000.0,525594.853889872,0.0,144.477674899948,49.9441014506248,396.631900678586,5,1,0,0,4,26,30.9713078279546,Write-off,65.0,1,0,40.1586564226129,44.0581601153684,68.0958257208435,6,43.6,0.0,,63.0307344346942,35.5658049502064,0,50.7982034070281,34.0479128604217,0.0,65.0146151154495,0,12.1094142775538,1,6.69310940376882,214.27756532658,East Asia,0,1,2020,2022-08-13
V5579,Catalyst.commerce,China,Digital Economy,Series A,31,12225184.0461275,83606570.4090767,588659.557954204,68.55699880196,75.9386541650997,45461.1152326091,1,2,2,2,3,127,30.9235736276215,Write-off,28.0,0,0,42.2491645020079,46.0117339687664,65.5414715994384,8,89.1,0.0481513861658933,142.028731682601,67.2287953318753,31.5337883865756,0,50.2966246669832,34.622587651571,16.3596719072178,56.2258390222162,0,10.917813524003,2,14.0830548340026,272.809472550065,East Asia,0,1,2018,2018-11-18
V5580,CryoCompute,Australia,Deeptech / AI,Seed,5,194795.739077407,1235839.13204794,0.0,107.12133902207,39.3642018237065,571.33088012117,15,4,0,0,4,25,15.6483500354578,Still Active,,1,0,78.956982143474,88.9523656453506,89.669058917253,12,34.7,0.0,,85.2377080668625,23.0270159067455,0,78.8435754814028,44.8345294586265,0.0,41.0699015649898,0,10.3240542301524,1,13.1594970239123,133.809704105776,Oceania,0,0,2014,2023-05-08
V5581,Aether Grid,India,Energy & Clean Tech,Series C,427,59796246.4969079,430656344.200803,21965635.6897409,1.82987745727566,19.5460667999879,176113.736543756,5,2,27,13,3,49,42.074479804454,Write-off,80.0,0,0,43.2929855448291,45.464112100794,65.8550738626931,3,29.7,0.367341379711464,19.6059130854993,84.8829961682904,52.784016211989,0,53.1600563595402,44.9645739683836,45.1533358392255,60.6636857883882,0,23.7341080131234,4,28.8619903632194,237.317734398239,South Asia,0,1,2023,2023-10-04
